cellule ;charge_CCE;charge_PRB;CQI;débit;NBR_UE;Trafic ;congested ;rsrp;sinr;bler_dl;ho_success_rate;ue_speed;call_drop_rate_pct;status
9112;32,08477237;40,83333333;9,367856502;8,244499207;1,804061944;3,313268185;0;-92,82;0,43;13,23;70;112;1,84;BAD_HANDOVER
9113;29,39185225;44,5;9,977698362;8,24546051;1,867322997;3,840964079;0;-90,85;1,56;13,18;70;80,3;1,96;BAD_HANDOVER
9114;14,04248159;29,5;10,79863395;8,245668411;1,380521655;1,595499754;0;-89,42;3,37;9,72;77,05;7,7;1,37;BAD_HANDOVER
9115;30,93842164;59;10,13870417;8,245732307;2,355262294;5,468602538;0;-100,48;0,47;12,45;70;80,9;2,67;BAD_HANDOVER
9116;19,8323559;23,33333333;11,6387561;8,246858597;1,324167961;1,378201008;0;-95,56;1,93;14,08;70;6,2;1,94;BAD_HANDOVER
9117;4,764990623;6,166666667;10,43315876;8,247035027;1,006614721;0,035307884;0;-91,03;1,41;11,83;72,97;84,8;1,86;BAD_HANDOVER
9118;9,127528473;8;10,44139726;8,248376846;1,059729643;0,244743109;0;-95,77;1,01;13,63;70;16;2,01;BAD_HANDOVER
9119;28,54979201;43,33333333;10,04424249;8,249248505;1,90409311;3,581550598;0;-93,77;-0,04;13,54;70;12,8;2,03;BAD_HANDOVER
9120;11,19661077;14,83333333;10,04869581;8,249872208;1,060190156;0,255405903;0;-93,87;3,16;10,69;72,15;117,9;1,55;BAD_HANDOVER
9121;22,61884464;43,16666667;8,298540957;8,249995232;1,669477176;2,843091726;0;-93,23;0,56;12,4;72,16;14,5;2,11;BAD_HANDOVER
9122;6,044307578;6,333333333;8,863975934;8,250525475;1,011684948;0,083366752;0;-88,87;3,09;11,28;72,05;40,2;1,72;BAD_HANDOVER
9123;5,556251247;9,166666667;13,54406461;8,251194;1,067298199;0,451931596;0;-91,12;2,64;11,17;71,67;38,7;1,6;BAD_HANDOVER
9124;9,670099748;13,66666667;9,014425741;8,25180912;1,039645134;0,582837701;0;-98,03;-0,94;13,81;70;16;2;BAD_HANDOVER
9125;15,3210125;24;9,9350467;8,252132416;1,249216767;0,908451796;0;-87,97;6,18;9,46;79,41;35,2;1,2;BAD_HANDOVER
9126;11,19607308;15,66666667;8,840248796;8,252534866;1,09882576;0,666972518;0;-94,68;1,04;13,4;70;51,1;1,9;BAD_HANDOVER
9127;34,37199872;41,66666667;11,01177214;8,253839493;2,031075294;4,432935953;0;-98,69;0,44;14,36;70;0,8;2,11;BAD_HANDOVER
9128;14,67594102;19,16666667;8,674884929;8,254321098;1,265502698;1,11490202;0;-83,8;2,62;11,4;71,87;82,8;1,35;BAD_HANDOVER
9129;27,78576484;47,33333333;10,3833498;8,254999161;1,913394839;3,976332068;0;-100,23;0,69;12,9;70;105,1;2,23;BAD_HANDOVER
9130;24,25258278;38,83333333;10,0209647;8,255084038;1,595851839;2,420019746;0;-95,57;0,95;13,76;70;64,1;1,69;BAD_HANDOVER
9131;33,42576326;53,16666667;10,42802367;8,255361557;2,270403508;5,308711529;0;-88,36;4,2;11,15;74,81;27,4;2;BAD_HANDOVER
9132;11,16150263;15,33333333;11,02816151;8,255724907;1,279033538;0,862954021;0;-91,04;2,47;10,35;70,57;48,7;1,59;BAD_HANDOVER
9133;21,17080731;40,66666667;10,52953112;8,257088661;1,912180116;3,729363441;0;-84,7;2,61;10,51;75,53;60,6;1,59;BAD_HANDOVER
9134;5,927407504;6,666666667;9,366792588;8,257561684;1,001533018;0,093892932;0;-86,33;5,26;8,29;78,27;64,7;1,23;BAD_HANDOVER
9135;30,6432274;50,16666667;10,20021179;8,258351326;2,067916493;4,647495151;0;-93,22;3,36;12,04;70,66;28;2,11;BAD_HANDOVER
9136;24,43676464;38,33333333;8,480467772;8,259552002;1,312208271;1,918239474;0;-96,18;1,78;12,54;70;103,8;1,79;BAD_HANDOVER
9137;20,47795544;30,5;12,27289201;8,259893417;1,239272294;1,627622604;0;-95,13;1,12;11,4;70;117,4;1,68;BAD_HANDOVER
9138;17,11466526;25,83333333;9,539972203;8,260281563;1,123445949;1,091007829;0;-93,71;-0,12;15;70;49,9;1,92;BAD_HANDOVER
9139;33,91050471;50,16666667;10,42741744;8,260678291;1,856552368;4,173602939;0;-99,7;-1,24;15;70;6;2,56;BAD_HANDOVER
9140;5,342611695;7,5;8,703866273;8,260750771;0,995220075;0,237225294;0;-93,24;2,83;11,9;70;22,6;1,54;BAD_HANDOVER
9141;18,65165182;24;8,533570262;8,260958672;1,220474123;1,1195575;0;-93,58;1,95;11,44;70,78;18,2;1,61;BAD_HANDOVER
9142;23,69758689;33,16666667;12,57151985;8,261479378;1,603203975;3,036809325;0;-83,87;4,12;8,01;77,29;48,5;1,38;BAD_HANDOVER
9143;7,390586995;7;9,393561111;8,26268959;1,02070339;0,172149539;0;-100,03;1,09;12,75;70;34;1,82;BAD_HANDOVER
9144;7,736532153;9;10,04082055;8,263611794;1,108714348;0,246379256;0;-93,89;1,3;13,22;70;20;1,85;BAD_HANDOVER
9145;4,297500992;7,333333333;7,297698591;8,264058113;1,013531785;0,179452419;0;-100,41;1,16;12,98;70;87,9;1,98;BAD_HANDOVER
9146;19,74655365;62,5;8,411884671;8,264656067;1,324802832;2,995828032;0;-96,1;1,68;12,49;70;102;2,74;BAD_HANDOVER
9147;22,34178813;28,66666667;9,931235405;8,264799118;1,466725643;1,930796146;0;-97,71;-0,53;14,96;70;68,4;2,21;BAD_HANDOVER
9148;10,03431182;10,66666667;9,174297948;8,266236305;1,105390891;0,407083631;0;-99,17;-0,68;14,98;70;84,7;2,1;BAD_HANDOVER
9149;13,38110364;26,33333333;8,660675668;8,267191887;1,177306105;1,190589428;0;-99;1,66;12,46;70;51,7;1,74;BAD_HANDOVER
9150;25,35157503;40;11,40050398;8,26738739;1,775845007;3,287779808;0;-89,39;4,45;8,92;78,5;82,3;1,24;BAD_HANDOVER
9151;37,70599558;46,5;10,54306271;8,267398834;1,843705164;3,7398597;0;-94,89;1,15;12,37;70;109,6;2,1;BAD_HANDOVER
9152;7,034448533;8,333333333;11,66048661;8,267663002;1,087798042;0,645651937;0;-99,11;0,49;13,96;70;68,6;1,96;BAD_HANDOVER
9153;23,90821136;39,83333333;7,938653487;8,26854229;1,415978842;1,442828417;0;-95,67;1,06;14,17;70;96,2;1,98;BAD_HANDOVER
9154;34,28904444;45,33333333;11,19805668;8,27077961;2,240228236;5,052449226;0;-95;1,99;11,6;70;76,9;1,84;BAD_HANDOVER
9155;11,84571651;32,83333333;10,18501087;8,271195412;1,373876771;1,943968654;0;-87,01;3,42;11,02;72,97;76,3;1,51;BAD_HANDOVER
9156;13,01499005;13,16666667;10,17793561;8,271312714;1,200306081;0,795766234;0;-99,66;-0,15;13,58;70;99,6;1,93;BAD_HANDOVER
9157;6,08799622;6,5;9,954352405;8,271595955;1,001287857;0,023765802;0;-101,24;1,54;11,55;70;105,8;1,79;BAD_HANDOVER
9158;9,984250253;9,5;10,4198344;8,271708488;1,05783912;0,300868988;0;-97,88;2,89;11,55;73,12;110,8;1,76;BAD_HANDOVER
9159;15,99130311;29,5;11,09554055;8,271714211;1,315780743;1,744184613;0;-90,04;3,95;10,29;74,37;7,4;1,43;BAD_HANDOVER
9160;19,63323111;25,83333333;11,33240973;8,273409843;1,32200602;2,071347833;0;-98,34;0,72;15;70;118,8;2;BAD_HANDOVER
9161;6,180113725;11,66666667;12,00804031;8,274472237;1,096696931;0,459785819;0;-90,87;2,22;12,59;70;76,8;1,85;BAD_HANDOVER
9162;33,30305237;81,66666667;9,549782087;8,274531364;1,50636238;4,550315261;0;-95,15;2,89;10,37;73,26;72,3;3,29;BAD_HANDOVER
9163;23,67812374;39,83333333;7,364351828;8,276434898;1,396332431;2,320436358;0;-93,85;1,73;13,13;70;117,9;1,97;BAD_HANDOVER
9164;14,71159287;17,16666667;8,528767776;8,277526855;1,126198391;0,73675108;0;-92,74;1,16;14,74;70;36;2,02;BAD_HANDOVER
9165;7,238196836;8,166666667;12,85217423;8,278887749;1,080159035;0,363845944;0;-91,76;2,96;11,54;73,62;11,9;1,43;BAD_HANDOVER
9166;16,38478439;21,33333333;11,12530375;8,279559135;1,31199297;1,480981231;0;-101,58;-0,58;14,83;70;3,6;2,25;BAD_HANDOVER
9167;7,566038111;7,666666667;11,52655152;8,280147552;0,98021236;0,189716935;0;-96,67;0,93;14,47;70;45,5;1,71;BAD_HANDOVER
9168;11,27930884;9,5;10,50848797;8,280435562;1,165019154;0,455108643;0;-94,4;0,78;15;70;44,3;1,81;BAD_HANDOVER
9169;25,95743036;32,66666667;10,67470971;8,280997276;1,549760324;2,261538506;0;-106,08;-2,25;15;70;11,3;2,56;BAD_HANDOVER
9170;9,938837999;11,33333333;9,587736445;8,281190872;1,145583276;0,433983684;0;-106,19;-3,49;15;70;114,5;2,64;BAD_HANDOVER
9171;11,36845113;18,5;10,5915179;8,28353405;1,09093894;0,623378634;0;-96,21;2,39;11,52;71,72;60,8;1,63;BAD_HANDOVER
9172;6,712536907;7,5;8,864753555;8,285185814;1,009601814;0,122232199;0;-93,43;3,12;13,05;70;48,3;1,73;BAD_HANDOVER
9173;8,601954764;8,166666667;10,88780927;8,285469055;1,039063679;0,29918766;0;-96,57;-1,4;14,76;70;38,9;2,07;BAD_HANDOVER
9174;12,15407745;26;7,308946224;8,285996437;1,130325242;0,806987524;0;-97,26;1,79;10,63;72,79;6,9;1,76;BAD_HANDOVER
9175;15,04650807;20,16666667;10,03804423;8,286239624;1,178073535;0,935481071;0;-86,67;2,85;10,7;74,56;50,6;1,59;BAD_HANDOVER
9176;30,05778503;31,66666667;9,465983171;8,286367416;1,380624269;1,869039059;0;-90,48;3,35;10,08;73,86;76,5;1,27;BAD_HANDOVER
9177;4,689017847;5,5;11,0378484;8,286972046;1,20110243;0,071681857;0;-98,19;1,59;13,11;70;106,3;1,8;BAD_HANDOVER
9178;33,67868544;42,16666667;10,15659588;8,288488388;1,421684099;2,990935326;0;-92,57;1,62;11,5;71,11;70,1;2,02;BAD_HANDOVER
9179;17,00005014;35,5;10,44125442;8,289430618;1,277119516;1,816548228;0;-96,29;0,51;14,09;70;37,8;2,01;BAD_HANDOVER
9180;16,97159884;30,5;10,23326183;8,289731026;1,714507748;2,193318963;0;-84,76;4,67;9,95;78,12;96,7;1,38;BAD_HANDOVER
9181;6,34563321;6,166666667;9,933502032;8,290180206;0,962566657;0,081345201;0;-83,48;3,67;11;70,75;15,4;1,52;BAD_HANDOVER
9182;35,80852358;47,5;11,09343354;8,290661812;2,400578749;5,903199434;0;-96,26;0,09;15;70;4,3;2,47;BAD_HANDOVER
9183;21,54542053;38;9,748493249;8,290938377;1,304019543;1,360101581;0;-104,19;-3,09;15;70;86,8;2,3;BAD_HANDOVER
9184;9,10500411;12;8,946800757;8,291297913;1,000826176;0,323282838;0;-90,48;2,75;9,62;74,18;21,3;1,38;BAD_HANDOVER
9185;46,57578074;69,33333333;10,5090657;8,29133606;2,564462192;7,89505136;0;-92,07;3,94;11,05;73,16;62,4;2,67;BAD_HANDOVER
9186;7,695833816;7;11,53423879;8,291462898;1,078918322;0,193235993;0;-97,31;3,96;9,24;76,82;90,8;1,36;BAD_HANDOVER
9187;17,31639729;23,66666667;8,824288158;8,291664124;1,187443373;1,044125319;0;-95,06;0,15;13,3;70;91,8;2,02;BAD_HANDOVER
9188;32,6437332;37,5;10,34018817;8,291797638;1,594289475;2,770717621;0;-95,88;1,08;14,14;70;96,9;1,94;BAD_HANDOVER
9189;15,02945654;17,33333333;8,584676647;8,29287529;1,151391711;0,856442213;0;-91,27;1,77;12,42;70;29,6;1,75;BAD_HANDOVER
9190;19,76235685;29,33333333;10,66440338;8,293613434;1,495156511;2,003779769;0;-91,76;1,78;11,89;71,11;36,9;1,58;BAD_HANDOVER
9191;26,28832241;39,66666667;10,16861551;8,293830872;1,454725811;2,345288515;0;-97,82;1,7;13,09;70;80,1;1,69;BAD_HANDOVER
9192;31,89064632;50,16666667;9,902886534;8,294173241;1,781854393;3,535783529;0;-93,04;2,53;11,35;70;81,2;2,14;BAD_HANDOVER
9193;9,076460307;11,66666667;9,200788434;8,294351578;1,039228512;0,461852551;0;-93,87;2,01;13,02;70;92,6;1,71;BAD_HANDOVER
9194;10,72880398;11,33333333;11,22392737;8,294459343;1,011785349;0,732070446;0;-86,47;2,81;11,32;72,21;90,5;1,69;BAD_HANDOVER
9195;6,535806891;7,833333333;9,771590907;8,294745445;1,018764359;0,065334678;0;-97,23;1,3;11,86;72,26;34;1,71;BAD_HANDOVER
9196;22,38276066;39,83333333;9,228169338;8,297286034;1,61673246;2,702336431;0;-97,16;1,31;13,66;70;46,3;1,88;BAD_HANDOVER
9197;23,70469126;17;10,16916263;8,297332764;1,066451146;0,801051021;0;-96,65;2,83;11,95;70;0,6;1,48;BAD_HANDOVER
9198;6,261888888;6,5;8,082088817;8,297721863;0,887645413;0,089440346;0;-98,32;2,72;12,81;72,2;90,8;1,6;BAD_HANDOVER
9199;25,91225607;38,16666667;10,97518896;8,298056602;2,950054632;5,790218949;0;-102,16;-2,52;15;70;10,3;2,39;BAD_HANDOVER
9200;29,37434269;48,5;11,65515127;8,299562454;1,640084303;3,808836341;0;-87,9;4,01;10,16;74,23;110,7;1,82;BAD_HANDOVER
9201;16,63254063;27,16666667;8,389791832;8,300470352;1,395177456;1,52338016;0;-94,34;4,62;11,68;71,19;107,8;1,39;BAD_HANDOVER
9202;10,57338036;10,16666667;12,15623512;8,301245689;1,012382049;0,066993952;0;-98,71;-0,39;15;70;107,7;2,2;BAD_HANDOVER
9203;31,00575259;44,5;9,410839515;8,302083969;1,825449156;3,611785173;0;-91,81;2,64;11,15;71,23;86,8;1,8;BAD_HANDOVER
9204;20,25587971;29,66666667;10,49402094;8,302345276;1,240770362;2,049847841;0;-90,99;2,61;9,89;77,91;27;1,48;BAD_HANDOVER
9205;8,847058036;8,833333333;9,333007131;8,302538872;1,091074735;0,295146346;0;-93,11;-0,33;15;70;16,4;1,98;BAD_HANDOVER
9206;9,000113615;69,66666667;10,57630264;8,302721977;1,573059283;4,299735904;0;-99,25;0,42;12,98;71,03;83,5;3,16;BAD_HANDOVER
9207;29,40923503;65,16666667;9,119627546;8,303060532;1,508155286;3,688882947;0;-94,52;1,57;12,39;70;118;2,72;BAD_HANDOVER
9208;7,870895132;37,16666667;9,190066162;8,303661346;1,689643755;2,904497027;0;-98,39;0,8;13,14;70;65,7;1,61;BAD_HANDOVER
9209;10,14698562;15,16666667;7,554947555;8,304543495;1,002638636;0,437868595;0;-97,99;0,88;12,03;71,88;83,4;1,65;BAD_HANDOVER
9210;18,52176054;22;11,16418225;8,306512833;1,490231581;1,211903453;0;-102,34;0,47;13,47;70;20,9;1,97;BAD_HANDOVER
9211;4,28947383;15,16666667;9,373539752;8,306908607;1,16111486;0,829903841;0;-92,57;1,8;14;70;12,3;1,96;BAD_HANDOVER
9212;15,36065669;25,33333333;7,389279686;8,308465004;1,301667146;1,357866168;0;-98,17;2,37;12,44;71,93;63,8;1,73;BAD_HANDOVER
9213;13,34767054;21,33333333;10,77589608;8,309038162;1,351782077;1,321245313;0;-94,87;-0,12;13,66;70;79,1;2,06;BAD_HANDOVER
9214;22,18479976;30,66666667;10,23244069;8,30937767;1,405325658;1,558278799;0;-98,39;0,89;12,97;70;113,1;1,72;BAD_HANDOVER
9215;9,876894623;21,33333333;10,09793145;8,311246872;1,038092382;0,727073431;0;-100,68;-0,02;14,32;70;98;1,96;BAD_HANDOVER
9216;23,39004907;30,33333333;10,12787532;8,311310768;1,650279965;2,471895695;0;-94,75;2,1;12,87;70;39,5;1,86;BAD_HANDOVER
9217;27,04430414;53,66666667;10,88437678;8,313056946;1,831150728;4,02392745;0;-98,65;-1,78;15;70;17,1;2,59;BAD_HANDOVER
9218;8,686402989;14,83333333;11,41803245;8,313266754;1,025319981;0,226177216;0;-96,86;0,64;14,12;70;77,6;1,75;BAD_HANDOVER
9219;16,888087;28;10,39114454;8,313544273;1,283538133;1,503525496;0;-90,27;3,69;9,21;76,8;4,7;1,54;BAD_HANDOVER
9220;12,96481295;9,333333333;9,957282938;8,314988136;1,133828401;0,46992135;0;-90,37;2,17;12,33;71,21;107,1;1,5;BAD_HANDOVER
9221;8,817022702;10;8,647164556;8,315114975;1,089028505;0,324736834;0;-102,39;-1,81;15;70;54,3;2,19;BAD_HANDOVER
9222;14,21690992;23,33333333;8,586104711;8,315533638;1,172456467;0,703425527;0;-100,34;0,27;13,58;70;18;1,97;BAD_HANDOVER
9223;12,05385189;29,33333333;9,958932918;8,315637589;1,368134445;1,576259255;0;-97,84;1,89;10,61;76,16;32,9;1,5;BAD_HANDOVER
9224;16,58602625;27,33333333;8,86346868;8,31584549;1,194180091;0,999877214;0;-93,78;1,97;12,91;70;82,1;1,82;BAD_HANDOVER
9225;29,02106477;45,66666667;9,822132515;8,31589222;1,928801751;3,885220885;0;-91,4;1,65;13,31;70;42,1;1,96;BAD_HANDOVER
9226;32,98159261;61,16666667;9,649290694;8,315966606;2,750100062;7,015818;0;-99,91;-0,63;14,21;70;49,3;2,95;BAD_HANDOVER
9227;26,45841395;31;10,37729114;8,316137314;1,538935323;2,282563567;0;-97,05;-0,83;14,16;70;21,1;2,1;BAD_HANDOVER
9228;14,5607315;16;10,34802766;8,31643486;1,12972837;0,653270721;0;-95,15;1,93;13,08;70;55,9;1,8;BAD_HANDOVER
9229;15,37762477;18;10,22887355;8,318418503;1,31627489;0,753896713;0;-95,2;1,43;13,29;70;53,5;1,73;BAD_HANDOVER
9230;24,76356147;46,66666667;9,446976679;8,318507195;1,876703187;3,605808496;0;-91,12;2,5;14,05;70;69;1,95;BAD_HANDOVER
9231;27,96547068;41,33333333;9,063685035;8,319190025;1,529922168;2,570486903;0;-89,77;0,73;13,77;70;57,2;1,77;BAD_HANDOVER
9232;9,421909801;10,16666667;10,02773575;8,320833206;1,036216783;0,329467416;0;-92,49;0,1;14,43;70;33,3;1,97;BAD_HANDOVER
9233;21,96439747;30,16666667;9,802807642;8,321232796;1,436549152;1,970475435;0;-96,51;1,89;11,78;70,83;22,1;1,81;BAD_HANDOVER
9234;21,4219401;29,16666667;9,589265605;8,322795868;1,422910377;1,899412394;0;-98,81;-1,19;14,42;70;51,1;2,18;BAD_HANDOVER
9235;7,577693056;6;12,71277526;8,322966576;1,020279744;0,06064868;0;-92,13;3,04;11,55;71,36;60,8;1,58;BAD_HANDOVER
9236;22,61493;31;10,87766883;8,323188782;1,371092709;1,98530674;0;-100,66;-0,27;14,68;70;99,6;1,95;BAD_HANDOVER
9237;5,942080084;7;8,944326959;8,323209763;1,05237491;0,167865038;0;-77,2;8,89;3,88;89,33;90,5;0,68;GOOD_CELL
9238;11,42410443;14,16666667;10,14965315;8,325116158;1,154920138;0,769549012;0;-96,15;0,84;12,95;70;12,5;1,8;BAD_HANDOVER
9239;14,15034913;18,83333333;8,71915678;8,32514286;1,248558797;1,010667324;0;-102,86;-1,18;12,82;70;29,3;2,07;BAD_HANDOVER
9240;7,58424346;7,333333333;11,85597607;8,325279236;1,11781208;0,264642119;0;-94,14;3,08;10,05;74,54;19,3;1,49;BAD_HANDOVER
9241;24,68555175;51,5;10,92393338;8,325450897;1,424274629;2,685398579;0;-90,74;1,52;13,89;70;8,2;2,28;BAD_HANDOVER
9242;26,53579997;60,33333333;11,10558147;8,326635361;2,023920978;4,889942408;0;-100,74;0,52;13,39;70;105,2;2,64;BAD_HANDOVER
9243;36,92934392;67,83333333;11,13038673;8,327023506;3,088463615;8,011102438;0;-96,83;1,44;13,26;70;77;3,09;BAD_HANDOVER
9244;24,98463292;38;9,871992171;8,32837677;1,801986084;2,909916282;0;-96,25;-0,57;14,59;70;119,6;1,98;BAD_HANDOVER
9245;23,59036751;32,83333333;10,7643392;8,329071999;1,431425194;2,038017392;0;-105,74;-1,46;15;70;28,6;2,35;BAD_HANDOVER
9246;38,75154415;87,83333333;9,520577876;8,329322815;2,158121368;7,196479321;0;-85,32;5,25;8,06;78,12;41,8;3,22;BAD_HANDOVER
9247;14,51452056;20;10,62737507;8,329834938;1,224839476;0,786896944;0;-91,48;1,14;11,29;72,77;48,8;1,73;BAD_HANDOVER
9248;28,49310119;15;13,21413523;8,330432892;1,423455431;1,634471774;0;-96,89;1,61;13,09;70,1;45,5;1,8;BAD_HANDOVER
9249;24,73686341;40,66666667;9,455309682;8,331472397;1,504895789;2,305260897;0;-100,84;-0,27;14,36;70;36,6;2,21;BAD_HANDOVER
9250;10,84572901;6,333333333;13,00826974;8,333106041;1,127593149;0,289898157;0;-90,53;2,31;10,67;76,71;64,6;1,58;BAD_HANDOVER
9251;4,418117284;12,66666667;10,14837505;8,333146095;1,142399846;0,589212418;0;-97,26;1,53;13,04;70;43,9;1,9;BAD_HANDOVER
9252;6,463483081;8,333333333;8,127758347;8,333597183;0,938642597;0,142797351;0;-94,78;3,43;10,8;73,47;110,3;1,42;BAD_HANDOVER
9253;37,11418662;70,5;9,286076227;8,334247589;1,597337668;4,597871304;0;-93,13;1,45;13,02;71,46;65,3;3,09;BAD_HANDOVER
9254;26,2848621;40,83333333;8,794832171;8,336204529;1,827604066;3,341936588;0;-89,21;4,37;8,49;79,12;11,9;1,3;BAD_HANDOVER
9255;17,9024817;29,5;11,82025247;8,336340904;1,412692179;1,301223636;0;-96,99;1,6;13,13;70;22;1,68;BAD_HANDOVER
9256;27,44978737;27,5;10,00196949;8,336382866;1,591432221;2,440682888;0;-104,27;0,34;14,69;70;119,6;2,23;BAD_HANDOVER
9257;5,390735203;11;10,83473406;8,336763382;1,017106093;0,266146898;0;-92,4;1,79;11,31;70;52,6;1,73;BAD_HANDOVER
9258;9,227814168;13;9,15800084;8,337032318;1,137848234;0,55713141;0;-98,24;1,62;12,68;70;60,1;1,78;BAD_HANDOVER
9259;24,24152414;41,66666667;9,072257514;8,338316917;1,811195691;3,167529702;0;-92,56;3,36;11,7;70;38,9;1,87;BAD_HANDOVER
9260;11,00349834;73,16666667;9,823658311;8,338496208;2,650799802;7,588104725;0;-103,41;-1,44;15;70;45,4;3,78;BAD_HANDOVER
9261;19,69975466;29,16666667;9,427980148;8,338740349;1,253791051;0,986442566;0;-102,71;-0,81;14,16;70;112;2,41;BAD_HANDOVER
9262;15,20277455;33;9,624007621;8,339664459;1,240509321;1,554831147;0;-102,98;-0,7;15;70;100,9;2,22;BAD_HANDOVER
9263;26,20556098;39,83333333;9,935962988;8,341619492;1,607113229;2,34633708;0;-95,13;0,45;13,76;70;85,3;1,96;BAD_HANDOVER
9264;12,08733142;18,16666667;9,170862315;8,341898918;1,329774737;1,010872841;0;-98,86;-0,93;14,94;70;53,9;2,09;BAD_HANDOVER
9265;11,3843962;16,33333333;10,18494971;8,342329025;1,326712386;0,916933298;0;-96,29;0,56;14,53;70;115,7;1,95;BAD_HANDOVER
9266;35,27620395;41,33333333;10,07413136;8,343223572;2,012027067;4,322055459;0;-93,84;1,05;13,96;70;116;2,05;BAD_HANDOVER
9267;11,5184866;14;10,92787061;8,343352318;1,059244212;0,545061469;0;-92,25;0,25;14,19;70;94,1;1,96;BAD_HANDOVER
9268;24,10568734;38,83333333;9,403223841;8,344572067;1,543743318;2,526398778;0;-93,57;0,69;13,17;70;36,5;2,03;BAD_HANDOVER
9269;22,95502914;33,88888889;10,47091527;8,344638824;1,48485291;1,630556703;0;-100,22;-0,17;13,55;70;68,3;1,98;BAD_HANDOVER
9270;29,32785585;46,5;10,9278181;8,345086098;1,676107581;2,916628122;0;-97,38;-0,22;15;70;109,6;2,6;BAD_HANDOVER
9271;10,32639947;22,66666667;12,12643781;8,345270157;1,122667753;0,460503578;0;-97,63;1,77;13,52;70;33,9;1,84;BAD_HANDOVER
9272;30,56754629;39,16666667;9,75676869;8,346164703;1,635550849;3,016425252;0;-96,54;4,1;10,73;76,11;50;1,56;BAD_HANDOVER
9273;34,02310087;46;9,141159695;8,347249985;1,842822991;4,098361015;0;-87,33;1,3;12,81;70;68,8;2,2;BAD_HANDOVER
9274;6,773280556;7,333333333;11,73868216;8,34771347;1,090993194;0,319200277;0;-88,94;2,02;10,96;73,95;5,1;1,8;BAD_HANDOVER
9275;5,045195549;7;8,390048115;8,347906113;1,002657902;0,119003773;0;-92,18;2,63;12,4;70;68,9;1,43;BAD_HANDOVER
9276;15,47621326;59,16666667;10,17512955;8,348243713;2,316205853;5,340461731;0;-102,58;-1,4;15;70;65,6;3,03;BAD_HANDOVER
9277;17,54013262;26,16666667;8,833841771;8,348385811;1,179915121;1,137197971;0;-96,47;0,32;15;70;95,5;1,93;BAD_HANDOVER
9278;20,18800331;30,66666667;10,24250488;8,348465919;1,175822875;1,339467406;0;-98,07;-1,5;13,62;70;46,4;2,08;BAD_HANDOVER
9279;38,02507563;66,16666667;8,878771192;8,348573685;2,293082572;6,282009721;0;-89,09;3,48;9,64;76,97;21,1;2,45;BAD_HANDOVER
9280;10,31559934;12,33333333;11,16290595;8,34885788;0,942094855;0,314401627;0;-96,28;-0,31;15;70;52;1,91;BAD_HANDOVER
9281;27,12226832;39,16666667;10,01654889;8,350646973;1,958511827;3,642747402;0;-90,79;3,48;9,09;75,5;57,6;1,45;BAD_HANDOVER
9282;17,40171448;22;9,555040938;8,351368904;1,187658652;0,991678119;0;-95,07;1,89;11,36;71,52;69,9;1,64;BAD_HANDOVER
9283;14,34653631;19,5;10,95676263;8,351541519;1,300674738;0,591801286;0;-102,35;1,04;12,73;70;93;1,96;BAD_HANDOVER
9284;4,483889078;5,333333333;12,82740156;8,351621628;0,99997746;0,052875638;0;-98,08;0,76;15;70;42,2;1,97;BAD_HANDOVER
9285;10,98992449;10,83333333;10,09374987;8,352164268;1,092691297;0,452730536;0;-89,01;1,82;11,4;75,48;63,5;1,68;BAD_HANDOVER
9286;36,57638859;56,5;7,528034629;8,352403641;1,618955257;3,534579992;0;-94,84;1,5;12,22;70;97,9;2,66;BAD_HANDOVER
9287;7,072615169;9,166666667;10,91773362;8,353134155;1,020960538;0,337336421;0;-90,92;2,84;10,65;72,59;70,3;1,46;BAD_HANDOVER
9288;15,87929666;20,33333333;11,48854616;8,353502274;1,24193952;1,072533607;0;-90,37;1,72;11,47;71,55;105,8;1,62;BAD_HANDOVER
9289;25,82246955;24,33333333;13,75179887;8,353702545;1,384957965;1,977025151;0;-89,63;2,16;9,78;71,7;69,5;1,53;BAD_HANDOVER
9290;27,11216678;37,33333333;9,842431617;8,353749275;1,858469611;3,435346842;0;-93,25;1,6;12,85;70;64,1;1,85;BAD_HANDOVER
9291;8,996699218;12;10,1983725;8,354094505;1,0976466;0,459287524;0;-88,79;3,4;12,12;70;38,2;1,8;BAD_HANDOVER
9292;19,83372501;29,5;8,973650347;8,354745865;1,353539831;1,660669327;0;-94,91;1,75;11,36;70,93;32,3;1,73;BAD_HANDOVER
9293;8,104715577;24,33333333;9,089060148;8,355682373;1,026149101;0,129577398;0;-87,27;3,49;12,59;70;40,8;1,64;BAD_HANDOVER
9294;13,29394924;55,33333333;10,31714411;8,35616684;2,446347783;5,714933991;0;-94,16;0,34;15;70;7,8;2,7;BAD_HANDOVER
9295;9,839417566;10,55555556;9,420764584;8,356370926;1,015575151;0,198022723;0;-88,99;2,78;10,58;71,8;115,3;1,68;BAD_HANDOVER
9296;9,517802254;16;9,829822954;8,35644722;1,150853175;0,833384633;0;-94,84;2,87;11,67;70,48;114,1;1,58;BAD_HANDOVER
9297;26,14819578;40,33333333;9,991840782;8,356886864;1,426219931;2,266609311;0;-98,99;-0,57;15;70;3,9;2,23;BAD_HANDOVER
9298;28,21188402;45,33333333;9,475480108;8,356954575;1,77321608;3,471366525;0;-96,6;3,91;8,86;79,26;24,2;1,66;BAD_HANDOVER
